,Liquid Alternative Beta Index,,,Event Driven Liquid Index,,,Global Strategies Liquid Index,,,Long/Short Liquid Index,,,Managed Futures Liquid Index,,,Merger Arbitrage Liquid Index,,
,CSLAB,,,CSLABED,,,CSLABGS,,,CSLABLS,,,CSLABMF,,,CSLABMA,,
Date,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR
4/30/2015,USD,1268.88,-0.42%,USD,1453.09,-0.19%,USD,1084.24,-0.47%,USD,1381.01,-0.59%,USD,1163.6,-0.64%,USD,1112.61,0.43%
4/29/2015,USD,1274.24,-0.45%,USD,1455.9,-0.13%,USD,1089.37,-0.63%,USD,1389.26,-0.36%,USD,1171.04,-1.72%,USD,1107.87,0.23%
4/28/2015,USD,1280.05,-0.20%,USD,1457.75,0.06%,USD,1096.27,-0.33%,USD,1394.31,-0.15%,USD,1191.49,-1.22%,USD,1105.33,0.25%
4/27/2015,USD,1282.57,-0.13%,USD,1456.82,-0.04%,USD,1099.88,-0.16%,USD,1396.42,-0.17%,USD,1206.24,-0.31%,USD,1102.62,0.28%
4/26/2015,USD,1284.24,0.00%,USD,1457.44,0.00%,USD,1101.61,0.00%,USD,1398.81,0.00%,USD,1209.95,0.00%,USD,1099.58,0.00%
4/25/2015,USD,1284.24,0.00%,USD,1457.44,0.00%,USD,1101.61,0.00%,USD,1398.81,0.00%,USD,1209.95,0.00%,USD,1099.58,0.00%
4/24/2015,USD,1284.24,0.17%,USD,1457.44,0.11%,USD,1101.61,0.11%,USD,1398.81,0.47%,USD,1209.95,-0.02%,USD,1099.58,0.35%
4/23/2015,USD,1282.05,-0.04%,USD,1455.88,0.08%,USD,1100.4,-0.12%,USD,1392.33,0.06%,USD,1210.16,-0.49%,USD,1095.7,0.04%
4/22/2015,USD,1282.54,-0.01%,USD,1454.78,-0.01%,USD,1101.7,-0.05%,USD,1391.52,0.12%,USD,1216.07,-0.82%,USD,1095.28,-0.10%
4/21/2015,USD,1282.65,0.19%,USD,1454.93,0.09%,USD,1102.21,0.21%,USD,1389.87,0.25%,USD,1226.13,0.64%,USD,1096.34,0.09%
4/20/2015,USD,1280.25,0.35%,USD,1453.65,0.23%,USD,1099.87,0.38%,USD,1386.39,0.45%,USD,1218.39,0.54%,USD,1095.37,0.08%
4/19/2015,USD,1275.75,0.00%,USD,1450.35,0.00%,USD,1095.73,0.00%,USD,1380.15,0.00%,USD,1211.81,0.00%,USD,1094.54,0.00%
4/18/2015,USD,1275.75,0.00%,USD,1450.35,0.00%,USD,1095.73,0.00%,USD,1380.15,-0.12%,USD,1211.81,0.00%,USD,1094.54,0.00%
4/17/2015,USD,1275.75,-0.37%,USD,1450.35,-0.33%,USD,1095.73,-0.37%,USD,1381.82,-0.31%,USD,1211.81,-0.05%,USD,1094.54,-0.05%
4/16/2015,USD,1280.49,-0.15%,USD,1455.18,0.05%,USD,1099.78,-0.29%,USD,1386.14,0.03%,USD,1212.46,-1.27%,USD,1095.06,0.20%
4/15/2015,USD,1282.38,0.01%,USD,1454.39,0.28%,USD,1103.02,-0.09%,USD,1385.67,-0.07%,USD,1228.07,-0.95%,USD,1092.92,-0.11%
4/14/2015,USD,1282.21,-0.18%,USD,1450.26,0.11%,USD,1103.98,-0.30%,USD,1386.6,-0.20%,USD,1239.85,-0.77%,USD,1094.09,0.31%
4/13/2015,USD,1284.51,0.05%,USD,1448.62,-0.02%,USD,1107.35,0.12%,USD,1389.41,-0.11%,USD,1249.46,0.67%,USD,1090.68,-0.28%
4/12/2015,USD,1283.91,0.00%,USD,1448.88,0.00%,USD,1105.99,0.00%,USD,1390.91,0.00%,USD,1241.19,0.00%,USD,1093.77,0.00%
4/11/2015,USD,1283.91,0.00%,USD,1448.88,0.00%,USD,1105.99,0.00%,USD,1390.91,0.00%,USD,1241.19,0.00%,USD,1093.77,0.00%
4/10/2015,USD,1283.91,0.16%,USD,1448.88,0.10%,USD,1105.99,0.19%,USD,1390.91,0.18%,USD,1241.19,0.27%,USD,1093.77,-0.05%
4/9/2015,USD,1281.81,0.24%,USD,1447.5,-0.06%,USD,1103.9,0.43%,USD,1388.38,0.06%,USD,1237.84,1.59%,USD,1094.35,-0.16%
4/8/2015,USD,1278.74,0.39%,USD,1448.38,0.37%,USD,1099.14,0.40%,USD,1387.6,0.36%,USD,1218.52,0.89%,USD,1096.07,0.00%
4/7/2015,USD,1273.82,0.09%,USD,1443.11,-0.12%,USD,1094.73,0.26%,USD,1382.58,-0.14%,USD,1207.74,0.94%,USD,1096.02,-0.66%
4/6/2015,USD,1272.67,0.02%,USD,1444.85,0.46%,USD,1091.91,-0.18%,USD,1384.57,0.03%,USD,1196.45,-0.80%,USD,1103.33,0.23%
4/5/2015,USD,1272.4,0.00%,USD,1438.28,0.00%,USD,1093.88,0.00%,USD,1384.1,0.00%,USD,1206.07,0.00%,USD,1100.75,0.00%
4/4/2015,USD,1272.4,0.00%,USD,1438.28,0.00%,USD,1093.88,0.00%,USD,1384.1,0.00%,USD,1206.07,0.00%,USD,1100.75,0.00%
4/3/2015,USD,1272.4,0.00%,USD,1438.28,0.00%,USD,1093.88,0.00%,USD,1384.1,0.00%,USD,1206.07,0.00%,USD,1100.75,0.00%
4/2/2015,USD,1272.4,0.00%,USD,1438.28,0.29%,USD,1093.88,-0.11%,USD,1384.1,-0.06%,USD,1206.07,-0.21%,USD,1100.75,0.33%
4/1/2015,USD,1272.4,-0.10%,USD,1434.19,0.05%,USD,1095.11,-0.14%,USD,1384.9,-0.18%,USD,1208.66,-0.24%,USD,1097.16,0.37%
3/31/2015,USD,1273.66,-0.16%,USD,1433.48,-0.12%,USD,1096.66,-0.10%,USD,1387.39,-0.42%,USD,1211.62,0.18%,USD,1093.1,-0.20%
3/30/2015,USD,1275.71,0.46%,USD,1435.18,0.31%,USD,1097.77,0.54%,USD,1393.23,0.40%,USD,1209.39,1.29%,USD,1095.25,-0.24%
3/29/2015,USD,1269.92,0.00%,USD,1430.75,0.00%,USD,1091.9,0.00%,USD,1387.63,0.00%,USD,1193.98,0.00%,USD,1097.84,0.00%
3/28/2015,USD,1269.92,0.00%,USD,1430.75,0.00%,USD,1091.9,0.00%,USD,1387.63,0.00%,USD,1193.98,0.00%,USD,1097.84,0.00%
3/27/2015,USD,1269.92,0.26%,USD,1430.75,0.16%,USD,1091.9,0.30%,USD,1387.63,0.30%,USD,1193.98,0.71%,USD,1097.84,0.12%
3/26/2015,USD,1266.61,-0.13%,USD,1428.43,-0.20%,USD,1088.68,-0.12%,USD,1383.51,-0.07%,USD,1185.57,-0.71%,USD,1096.51,-0.16%
3/25/2015,USD,1268.25,-0.55%,USD,1431.32,-0.30%,USD,1089.95,-0.57%,USD,1384.41,-0.88%,USD,1194.08,-0.29%,USD,1098.29,-0.09%
3/24/2015,USD,1275.32,-0.05%,USD,1435.68,-0.03%,USD,1096.16,-0.02%,USD,1396.75,-0.16%,USD,1197.54,0.29%,USD,1099.31,-0.28%
3/23/2015,USD,1275.91,-0.14%,USD,1436.1,0.26%,USD,1096.37,-0.31%,USD,1398.99,-0.16%,USD,1194.11,-0.89%,USD,1102.35,0.40%
3/22/2015,USD,1277.64,0.00%,USD,1432.32,0.00%,USD,1099.76,0.00%,USD,1401.26,0.00%,USD,1204.81,0.00%,USD,1098,0.00%
3/21/2015,USD,1277.64,0.00%,USD,1432.32,0.00%,USD,1099.76,0.00%,USD,1401.26,0.00%,USD,1204.81,0.00%,USD,1098,0.00%
3/20/2015,USD,1277.64,-0.01%,USD,1432.32,0.47%,USD,1099.76,-0.29%,USD,1401.26,0.20%,USD,1204.81,-1.65%,USD,1098,0.62%
3/19/2015,USD,1277.78,0.20%,USD,1425.66,0.35%,USD,1102.93,0.18%,USD,1398.52,0.04%,USD,1225.02,0.78%,USD,1091.23,-0.16%
3/18/2015,USD,1275.2,0.14%,USD,1420.68,0.18%,USD,1100.9,0.09%,USD,1397.96,0.26%,USD,1215.56,-0.34%,USD,1093,0.17%
3/17/2015,USD,1273.43,-0.11%,USD,1418.19,-0.37%,USD,1099.94,-0.04%,USD,1394.39,0.01%,USD,1219.66,0.32%,USD,1091.17,-0.30%
3/16/2015,USD,1274.83,0.20%,USD,1423.49,0.01%,USD,1100.34,0.21%,USD,1394.27,0.45%,USD,1215.71,-0.17%,USD,1094.4,0.08%
3/15/2015,USD,1272.29,0.00%,USD,1423.31,0.00%,USD,1098.08,0.00%,USD,1388.02,0.00%,USD,1217.72,0.00%,USD,1093.57,0.00%
3/14/2015,USD,1272.29,0.00%,USD,1423.31,0.00%,USD,1098.08,0.00%,USD,1388.02,0.00%,USD,1217.72,0.00%,USD,1093.57,0.00%
3/13/2015,USD,1272.29,-0.02%,USD,1423.31,-0.51%,USD,1098.08,0.16%,USD,1388.02,0.03%,USD,1217.72,1.10%,USD,1093.56,-0.32%
3/12/2015,USD,1272.58,0.39%,USD,1430.63,0.62%,USD,1096.28,0.30%,USD,1387.64,0.40%,USD,1204.43,0.04%,USD,1097.06,0.48%
3/11/2015,USD,1267.59,0.15%,USD,1421.78,0.09%,USD,1093.02,0.25%,USD,1382.15,-0.08%,USD,1203.92,1.11%,USD,1091.79,0.00%
3/10/2015,USD,1265.63,-0.36%,USD,1420.46,-0.94%,USD,1090.33,-0.10%,USD,1383.25,-0.38%,USD,1190.74,0.99%,USD,1091.76,-0.48%
3/9/2015,USD,1270.14,0.10%,USD,1434,-0.15%,USD,1091.47,0.15%,USD,1388.5,0.29%,USD,1179.12,-0.01%,USD,1097.01,-0.04%
3/8/2015,USD,1268.91,0.00%,USD,1436.14,0.00%,USD,1089.88,0.00%,USD,1384.55,0.00%,USD,1179.25,0.00%,USD,1097.46,0.00%
3/7/2015,USD,1268.91,0.00%,USD,1436.14,0.00%,USD,1089.88,0.00%,USD,1384.55,0.00%,USD,1179.25,0.00%,USD,1097.46,0.00%
3/6/2015,USD,1268.91,-0.22%,USD,1436.14,-0.74%,USD,1089.88,0.01%,USD,1384.55,-0.27%,USD,1179.25,0.83%,USD,1097.46,-0.22%
3/5/2015,USD,1271.7,0.14%,USD,1446.78,0.00%,USD,1089.76,0.21%,USD,1388.3,0.11%,USD,1169.6,0.86%,USD,1099.84,-0.07%
3/4/2015,USD,1269.88,-0.11%,USD,1446.74,-0.48%,USD,1087.45,0.03%,USD,1386.76,-0.07%,USD,1159.67,0.11%,USD,1100.58,-0.27%
3/3/2015,USD,1271.31,-0.17%,USD,1453.66,-0.05%,USD,1087.13,-0.22%,USD,1387.78,-0.21%,USD,1158.35,-0.83%,USD,1103.58,0.27%
3/2/2015,USD,1273.53,0.28%,USD,1454.42,0.15%,USD,1089.49,0.30%,USD,1390.64,0.41%,USD,1168.02,0.53%,USD,1100.57,-0.17%
3/1/2015,USD,1269.95,0.00%,USD,1452.25,0.00%,USD,1086.23,0.00%,USD,1384.93,0.00%,USD,1161.9,0.00%,USD,1102.49,0.00%
2/28/2015,USD,1269.95,0.00%,USD,1452.25,0.00%,USD,1086.23,0.00%,USD,1384.93,0.00%,USD,1161.9,0.00%,USD,1102.49,0.00%
2/27/2015,USD,1269.95,-0.11%,USD,1452.25,-0.10%,USD,1086.23,-0.13%,USD,1384.93,-0.10%,USD,1161.9,-0.45%,USD,1102.49,0.05%
2/26/2015,USD,1271.4,0.27%,USD,1453.65,-0.04%,USD,1087.6,0.40%,USD,1386.28,0.26%,USD,1167.18,1.23%,USD,1101.95,-0.35%
2/25/2015,USD,1267.96,-0.04%,USD,1454.2,0.25%,USD,1083.22,-0.12%,USD,1382.65,-0.17%,USD,1153.02,-0.40%,USD,1105.84,0.13%
2/24/2015,USD,1268.42,0.09%,USD,1450.64,0.29%,USD,1084.48,0.06%,USD,1385.01,-0.07%,USD,1157.62,0.09%,USD,1104.38,0.15%
2/23/2015,USD,1267.25,0.15%,USD,1446.51,0.05%,USD,1083.85,0.18%,USD,1386.03,0.18%,USD,1156.61,0.61%,USD,1102.69,0.00%
2/22/2015,USD,1265.41,0.00%,USD,1445.81,0.00%,USD,1081.92,0.00%,USD,1383.6,0.00%,USD,1149.6,0.00%,USD,1102.68,0.00%
2/21/2015,USD,1265.41,0.00%,USD,1445.81,0.00%,USD,1081.92,0.00%,USD,1383.6,0.00%,USD,1149.6,0.00%,USD,1102.68,0.00%
2/20/2015,USD,1265.41,0.19%,USD,1445.81,0.07%,USD,1081.92,0.22%,USD,1383.6,0.29%,USD,1149.6,0.33%,USD,1102.67,0.00%
2/19/2015,USD,1262.96,0.01%,USD,1444.77,0.03%,USD,1079.56,0.02%,USD,1379.63,-0.06%,USD,1145.83,0.43%,USD,1102.64,-0.09%
2/18/2015,USD,1262.83,0.14%,USD,1444.38,0.23%,USD,1079.31,0.14%,USD,1380.47,0.00%,USD,1140.93,0.21%,USD,1103.61,0.22%
2/17/2015,USD,1261.07,0.14%,USD,1441.04,0.38%,USD,1077.79,0.06%,USD,1380.5,0.06%,USD,1138.51,-0.50%,USD,1101.14,0.24%
2/16/2015,USD,1259.25,0.00%,USD,1435.52,0.00%,USD,1077.12,0.00%,USD,1379.68,0.00%,USD,1144.28,0.00%,USD,1098.54,0.00%
2/15/2015,USD,1259.25,0.00%,USD,1435.52,0.00%,USD,1077.12,0.00%,USD,1379.68,0.00%,USD,1144.28,0.00%,USD,1098.54,0.00%
2/14/2015,USD,1259.25,0.00%,USD,1435.52,0.00%,USD,1077.12,0.00%,USD,1379.68,0.00%,USD,1144.28,0.00%,USD,1098.54,0.00%
2/13/2015,USD,1259.25,0.14%,USD,1435.52,0.20%,USD,1077.12,0.12%,USD,1379.68,0.09%,USD,1144.28,-0.03%,USD,1098.53,-0.09%
2/12/2015,USD,1257.51,0.18%,USD,1432.6,0.41%,USD,1075.79,0.03%,USD,1378.43,0.35%,USD,1144.62,-1.06%,USD,1099.49,0.26%
2/11/2015,USD,1255.23,0.05%,USD,1426.7,-0.19%,USD,1075.47,0.11%,USD,1373.67,0.21%,USD,1156.91,0.38%,USD,1096.66,-0.13%
2/10/2015,USD,1254.58,0.48%,USD,1429.43,0.43%,USD,1074.25,0.44%,USD,1370.81,0.72%,USD,1152.56,0.68%,USD,1098.13,0.22%
2/9/2015,USD,1248.53,-0.11%,USD,1423.25,-0.15%,USD,1069.58,-0.11%,USD,1361.01,-0.05%,USD,1144.75,-0.61%,USD,1095.77,-0.15%
2/8/2015,USD,1249.87,0.00%,USD,1425.4,0.00%,USD,1070.71,0.00%,USD,1361.64,0.00%,USD,1151.82,0.00%,USD,1097.4,0.00%
2/7/2015,USD,1249.87,0.00%,USD,1425.4,0.00%,USD,1070.71,0.00%,USD,1361.64,0.00%,USD,1151.82,0.00%,USD,1097.4,0.00%
2/6/2015,USD,1249.87,-0.03%,USD,1425.4,-0.03%,USD,1070.71,0.02%,USD,1361.64,-0.16%,USD,1151.82,0.42%,USD,1097.39,-0.38%
2/5/2015,USD,1250.19,0.33%,USD,1425.79,0.77%,USD,1070.53,0.13%,USD,1363.88,0.32%,USD,1147.03,-0.84%,USD,1101.63,0.43%
2/4/2015,USD,1246.11,0.13%,USD,1414.91,0.12%,USD,1069.12,0.19%,USD,1359.47,-0.05%,USD,1156.79,0.71%,USD,1096.87,-0.05%
2/3/2015,USD,1244.49,0.24%,USD,1413.16,0.92%,USD,1067.13,-0.08%,USD,1360.14,0.34%,USD,1148.67,-1.95%,USD,1097.38,0.24%
2/2/2015,USD,1241.45,0.33%,USD,1400.21,0.45%,USD,1067.99,0.27%,USD,1355.59,0.36%,USD,1171.51,-0.49%,USD,1094.8,0.25%
2/1/2015,USD,1237.35,0.00%,USD,1393.88,0.00%,USD,1065.11,0.00%,USD,1350.78,0.00%,USD,1177.3,0.00%,USD,1092.05,0.00%
1/31/2015,USD,1237.35,0.00%,USD,1393.88,0.00%,USD,1065.11,0.00%,USD,1350.78,0.00%,USD,1177.3,0.00%,USD,1092.05,0.00%
1/30/2015,USD,1237.35,-0.24%,USD,1393.88,-0.35%,USD,1065.11,-0.21%,USD,1350.78,-0.18%,USD,1177.3,-0.12%,USD,1092.04,-0.11%
1/29/2015,USD,1240.34,0.40%,USD,1398.82,0.16%,USD,1067.34,0.44%,USD,1353.25,0.63%,USD,1178.72,0.99%,USD,1093.29,-0.06%
1/28/2015,USD,1235.35,-0.14%,USD,1396.55,-0.27%,USD,1062.64,-0.04%,USD,1344.72,-0.25%,USD,1167.18,0.75%,USD,1093.98,-0.21%
1/27/2015,USD,1237.03,-0.40%,USD,1400.3,0.02%,USD,1063.11,-0.43%,USD,1348.06,-0.93%,USD,1158.47,-0.82%,USD,1096.27,0.18%
1/26/2015,USD,1242.01,0.27%,USD,1400.02,0.42%,USD,1067.69,0.26%,USD,1360.75,0.07%,USD,1168.05,-0.22%,USD,1094.3,0.07%
1/25/2015,USD,1238.68,0.00%,USD,1394.15,0.00%,USD,1064.92,0.00%,USD,1359.76,0.00%,USD,1170.6,0.00%,USD,1093.57,0.00%
1/24/2015,USD,1238.68,0.00%,USD,1394.15,0.00%,USD,1064.92,0.00%,USD,1359.76,0.00%,USD,1170.6,0.00%,USD,1093.57,0.00%
1/23/2015,USD,1238.68,0.06%,USD,1394.15,-0.10%,USD,1064.92,0.18%,USD,1359.76,-0.08%,USD,1170.6,1.75%,USD,1093.57,-0.24%
1/22/2015,USD,1237.89,0.61%,USD,1395.49,0.59%,USD,1063.05,0.60%,USD,1360.79,0.67%,USD,1150.48,1.25%,USD,1096.22,0.17%
1/21/2015,USD,1230.39,-0.02%,USD,1387.37,0.36%,USD,1056.7,-0.18%,USD,1351.69,-0.08%,USD,1136.26,-0.16%,USD,1094.41,0.24%
1/20/2015,USD,1230.67,0.43%,USD,1382.33,0.37%,USD,1058.56,0.55%,USD,1352.72,0.15%,USD,1138.11,1.23%,USD,1091.8,0.37%
1/19/2015,USD,1225.36,0.00%,USD,1377.28,0.00%,USD,1052.81,0.00%,USD,1350.68,0.00%,USD,1124.29,0.00%,USD,1087.78,0.00%
1/18/2015,USD,1225.36,0.00%,USD,1377.28,0.00%,USD,1052.81,0.00%,USD,1350.68,0.00%,USD,1124.29,0.00%,USD,1087.78,0.00%
1/17/2015,USD,1225.36,0.00%,USD,1377.28,0.00%,USD,1052.81,0.00%,USD,1350.68,0.00%,USD,1124.29,0.00%,USD,1087.78,0.00%
1/16/2015,USD,1225.36,-0.09%,USD,1377.28,0.13%,USD,1052.81,-0.38%,USD,1350.68,0.57%,USD,1124.29,-0.79%,USD,1087.78,-0.13%
1/15/2015,USD,1226.46,-0.67%,USD,1375.52,-0.46%,USD,1056.79,-0.87%,USD,1343.04,-0.29%,USD,1133.2,0.22%,USD,1089.25,-0.29%
1/14/2015,USD,1234.7,-0.27%,USD,1381.85,-0.40%,USD,1066.05,-0.18%,USD,1346.92,-0.41%,USD,1130.76,0.22%,USD,1092.47,-0.08%
1/13/2015,USD,1238.09,0.01%,USD,1387.42,0.07%,USD,1067.94,0.01%,USD,1352.47,-0.08%,USD,1128.27,0.22%,USD,1093.39,0.18%
1/12/2015,USD,1237.93,-0.17%,USD,1386.51,-0.48%,USD,1067.79,-0.04%,USD,1353.5,-0.15%,USD,1125.82,0.65%,USD,1091.43,-0.20%
1/11/2015,USD,1240.03,0.00%,USD,1393.15,0.00%,USD,1068.21,0.00%,USD,1355.48,0.00%,USD,1118.52,0.00%,USD,1093.65,0.00%
1/10/2015,USD,1240.03,0.00%,USD,1393.15,0.00%,USD,1068.21,0.00%,USD,1355.48,0.00%,USD,1118.52,0.00%,USD,1093.65,0.00%
1/9/2015,USD,1240.03,-0.13%,USD,1393.15,0.07%,USD,1068.21,-0.15%,USD,1355.48,-0.35%,USD,1118.52,-0.21%,USD,1093.65,0.06%
1/8/2015,USD,1241.59,0.75%,USD,1392.16,1.01%,USD,1069.79,0.58%,USD,1360.26,0.94%,USD,1120.86,0.32%,USD,1092.95,0.06%
1/7/2015,USD,1232.36,0.40%,USD,1378.19,0.69%,USD,1063.64,0.32%,USD,1347.62,0.22%,USD,1117.24,0.66%,USD,1092.34,0.36%
1/6/2015,USD,1227.48,-0.45%,USD,1368.76,-0.82%,USD,1060.23,-0.25%,USD,1344.65,-0.59%,USD,1109.88,0.27%,USD,1088.4,0.00%
1/5/2015,USD,1233.06,-0.71%,USD,1380.04,-1.11%,USD,1062.92,-0.45%,USD,1352.58,-0.97%,USD,1106.88,0.12%,USD,1088.36,-0.42%
1/4/2015,USD,1241.83,0.00%,USD,1395.51,0.00%,USD,1067.76,0.00%,USD,1365.76,0.00%,USD,1105.53,0.00%,USD,1092.96,0.00%
1/3/2015,USD,1241.83,0.00%,USD,1395.51,0.00%,USD,1067.76,0.00%,USD,1365.76,0.00%,USD,1105.53,0.00%,USD,1092.96,0.00%
1/2/2015,USD,1241.83,0.05%,USD,1395.51,-0.09%,USD,1067.76,0.18%,USD,1365.76,-0.14%,USD,1105.53,1.60%,USD,1092.96,-0.24%
1/1/2015,USD,1241.15,0.00%,USD,1396.72,0.00%,USD,1065.88,0.00%,USD,1367.72,0.00%,USD,1088.09,0.00%,USD,1095.61,0.00%
12/31/2014,USD,1241.15,-0.20%,USD,1396.72,-0.31%,USD,1065.88,-0.07%,USD,1367.72,-0.48%,USD,1088.09,0.75%,USD,1095.61,-0.07%
12/30/2014,USD,1243.66,-0.17%,USD,1401.03,0.02%,USD,1066.67,-0.20%,USD,1374.3,-0.34%,USD,1080.04,-0.72%,USD,1096.37,0.10%
12/29/2014,USD,1245.73,0.15%,USD,1400.7,0.36%,USD,1068.81,0.14%,USD,1378.92,-0.10%,USD,1087.9,0.69%,USD,1095.24,0.24%
12/28/2014,USD,1243.83,0.00%,USD,1395.72,0.00%,USD,1067.35,0.00%,USD,1380.33,0.00%,USD,1080.43,0.00%,USD,1092.62,0.00%
12/27/2014,USD,1243.83,0.00%,USD,1395.72,0.00%,USD,1067.35,0.00%,USD,1380.33,0.00%,USD,1080.43,0.00%,USD,1092.62,0.00%
12/26/2014,USD,1243.83,0.15%,USD,1395.72,0.17%,USD,1067.35,0.12%,USD,1380.33,0.21%,USD,1080.43,-0.02%,USD,1092.62,0.09%
12/25/2014,USD,1241.99,0.00%,USD,1393.41,0.00%,USD,1066.05,0.00%,USD,1377.42,0.00%,USD,1080.64,0.00%,USD,1091.65,0.00%
12/24/2014,USD,1241.99,0.10%,USD,1393.41,0.18%,USD,1066.05,0.07%,USD,1377.42,0.09%,USD,1080.64,0.15%,USD,1091.65,0.11%
12/23/2014,USD,1240.7,0.07%,USD,1390.93,0.10%,USD,1065.26,0.06%,USD,1376.15,0.03%,USD,1078.99,0.05%,USD,1090.47,-0.23%
12/22/2014,USD,1239.87,0.20%,USD,1389.52,0.40%,USD,1064.61,0.19%,USD,1375.67,-0.04%,USD,1078.49,0.90%,USD,1092.99,0.18%
12/21/2014,USD,1237.38,0.00%,USD,1383.95,0.00%,USD,1062.64,0.00%,USD,1376.28,0.00%,USD,1068.87,0.00%,USD,1091.01,0.00%
12/20/2014,USD,1237.38,0.00%,USD,1383.95,0.00%,USD,1062.64,0.00%,USD,1376.28,0.00%,USD,1068.87,0.00%,USD,1091.01,0.00%
12/19/2014,USD,1237.38,0.26%,USD,1383.95,0.39%,USD,1062.64,0.21%,USD,1376.28,0.22%,USD,1068.87,0.43%,USD,1091.01,-0.12%
12/18/2014,USD,1234.16,1.23%,USD,1378.52,2.57%,USD,1060.37,0.75%,USD,1373.25,0.92%,USD,1064.27,-0.35%,USD,1092.3,0.35%
12/17/2014,USD,1219.11,0.87%,USD,1343.99,1.57%,USD,1052.5,0.67%,USD,1360.69,0.55%,USD,1068,1.23%,USD,1088.5,0.40%
12/16/2014,USD,1208.56,-0.22%,USD,1323.16,-0.75%,USD,1045.52,-0.11%,USD,1353.27,0.19%,USD,1055.06,0.30%,USD,1084.19,0.16%
12/15/2014,USD,1211.18,-0.68%,USD,1333.11,-1.18%,USD,1046.69,-0.45%,USD,1350.72,-0.75%,USD,1051.94,-0.04%,USD,1082.5,-0.67%
12/14/2014,USD,1219.48,0.00%,USD,1349.02,0.00%,USD,1051.41,0.00%,USD,1360.94,0.00%,USD,1052.41,0.00%,USD,1089.78,0.00%
12/13/2014,USD,1219.48,0.00%,USD,1349.02,0.00%,USD,1051.41,0.00%,USD,1360.94,0.00%,USD,1052.41,0.00%,USD,1089.78,0.00%
12/12/2014,USD,1219.48,-0.72%,USD,1349.02,-1.16%,USD,1051.41,-0.55%,USD,1360.94,-0.67%,USD,1052.41,-0.31%,USD,1089.78,-0.36%
12/11/2014,USD,1228.37,0.12%,USD,1364.92,-0.20%,USD,1057.25,0.19%,USD,1370.08,0.34%,USD,1055.73,0.47%,USD,1093.71,-0.01%
12/10/2014,USD,1226.93,-0.79%,USD,1367.64,-1.21%,USD,1055.26,-0.59%,USD,1365.48,-0.85%,USD,1050.75,-0.37%,USD,1093.78,-0.50%
12/9/2014,USD,1236.67,-0.11%,USD,1384.42,-0.35%,USD,1061.5,-0.14%,USD,1377.16,0.34%,USD,1054.6,-1.13%,USD,1099.3,0.40%
12/8/2014,USD,1238.04,-0.46%,USD,1389.24,-0.96%,USD,1062.97,-0.26%,USD,1372.55,-0.37%,USD,1066.67,0.24%,USD,1094.95,-0.62%
12/7/2014,USD,1243.71,0.00%,USD,1402.71,0.00%,USD,1065.76,0.00%,USD,1377.7,0.00%,USD,1064.13,0.00%,USD,1101.75,0.00%
12/6/2014,USD,1243.71,0.00%,USD,1402.71,0.00%,USD,1065.76,0.00%,USD,1377.7,0.00%,USD,1064.13,0.00%,USD,1101.75,0.00%
12/5/2014,USD,1243.71,0.13%,USD,1402.71,-0.18%,USD,1065.76,0.25%,USD,1377.7,0.18%,USD,1064.13,1.29%,USD,1101.75,-0.19%
12/4/2014,USD,1242.12,0.04%,USD,1405.25,0.33%,USD,1063.14,-0.04%,USD,1375.19,-0.10%,USD,1050.57,-0.05%,USD,1103.85,0.35%
12/3/2014,USD,1241.58,0.13%,USD,1400.56,0.26%,USD,1063.57,0.09%,USD,1376.55,0.07%,USD,1051.05,0.12%,USD,1100.04,0.24%
12/2/2014,USD,1239.98,0.21%,USD,1396.97,-0.10%,USD,1062.61,0.33%,USD,1375.6,0.25%,USD,1049.75,1.61%,USD,1097.39,0.17%
12/1/2014,USD,1237.41,-0.58%,USD,1398.32,-1.07%,USD,1059.14,-0.48%,USD,1372.18,-0.19%,USD,1033.08,-1.72%,USD,1095.52,-0.42%
11/30/2014,USD,1244.61,0.00%,USD,1413.46,0.00%,USD,1064.2,0.00%,USD,1374.8,0.00%,USD,1051.18,0.00%,USD,1100.11,0.00%
11/29/2014,USD,1244.61,0.00%,USD,1413.46,0.00%,USD,1064.2,0.00%,USD,1374.8,0.00%,USD,1051.18,0.00%,USD,1100.11,0.00%
11/28/2014,USD,1244.61,0.03%,USD,1413.46,-0.68%,USD,1064.2,0.34%,USD,1374.8,0.01%,USD,1051.18,3.16%,USD,1100.11,-0.11%
11/27/2014,USD,1244.27,0.00%,USD,1423.1,0.00%,USD,1060.56,0.00%,USD,1374.62,0.00%,USD,1019,0.00%,USD,1101.37,0.00%
11/26/2014,USD,1244.27,0.12%,USD,1423.1,-0.01%,USD,1060.56,0.11%,USD,1374.62,0.35%,USD,1019,-0.10%,USD,1101.37,0.00%
11/25/2014,USD,1242.82,0.19%,USD,1423.31,0.35%,USD,1059.43,0.09%,USD,1369.81,0.26%,USD,1020.02,0.21%,USD,1101.38,0.29%
11/24/2014,USD,1240.49,0.22%,USD,1418.32,0.24%,USD,1058.44,0.19%,USD,1366.21,0.31%,USD,1017.85,0.43%,USD,1098.2,0.24%
